At. num,Sp. Name,Ion Charge,El. Name,Isoel. Seq.,Ground Shells (a),Ground Config.,Ground Level,Prefix,Ionization Energy (b) (eV),Suffix,Uncertainty (c) (eV),References,
"=""100""","=""Fm LXXXVI""","=""+85""","=""Fermium""","=""P""","=""[Ne].3s2.3p3""","=""3p3""","=""2P*<3/2>""","=""(""","=""12390""","="")""","=""220""","=""L8672c99""",
"=""100""","=""Fm LXXXVII""","=""+86""","=""Fermium""","=""Si""","=""[Ne].3s2.3p2""","=""3p2""","=""3P0""","=""(""","=""14180""","="")""","=""240""","=""L8672c99""",
"=""100""","=""Fm LXXXVIII""","=""+87""","=""Fermium""","=""Al""","=""[Ne].3s2.3p""","=""3p""","=""2P*<1/2>""","=""(""","=""14400""","="")""","=""250""","=""L8672c99""",
"=""100""","=""Fm LXXXIX""","=""+88""","=""Fermium""","=""Mg""","=""[Ne].3s2""","=""3s2""","=""1S0""","=""(""","=""14800""","="")""","=""300""","=""L8672c99""",
"=""100""","=""Fm XC""","=""+89""","=""Fermium""","=""Na""","=""[Ne].3s""","=""3s""","=""2S<1/2>""","=""(""","=""15000""","="")""","=""300""","=""L8672c99""",
"=""100""","=""Fm XCI""","=""+90""","=""Fermium""","=""Ne""","=""1s2.2s2.2p6""","=""2p6""","=""1S0""","=""(""","=""30300""","="")""","=""300""","=""L8672c99""",
"=""100""","=""Fm XCII""","=""+91""","=""Fermium""","=""F""","=""1s2.2s2.2p5""","=""2p5""","=""2P*<3/2>""","=""(""","=""30800""","="")""","=""300""","=""L8672c99""",
"=""100""","=""Fm XCIII""","=""+92""","=""Fermium""","=""O""","=""1s2.2s2.2p4""","=""2p4""","=""3P<2>""","=""(""","=""31300""","="")""","=""400""","=""L8672c99""",
"=""100""","=""Fm XCIV""","=""+93""","=""Fermium""","=""N""","=""1s2.2s2.2p3""","=""2p2<1/2>.2p<3/2>""","=""(0,3/2)*<3/2>""","=""(""","=""31800""","="")""","=""400""","=""L8672c99""",
"=""100""","=""Fm XCV""","=""+94""","=""Fermium""","=""C""","=""1s2.2s2.2p2""","=""2p2""","=""3P0""","=""(""","=""38400""","="")""","=""400""","=""L8672c99""",
"=""100""","=""Fm XCVI""","=""+95""","=""Fermium""","=""B""","=""1s2.2s2.2p""","=""2p""","=""2P*<1/2>""","=""(""","=""39100""","="")""","=""400""","=""L8672c99""",
"=""100""","=""Fm XCVII""","=""+96""","=""Fermium""","=""Be""","=""1s2.2s2""","=""2s2""","=""1S0""","=""(""","=""40000""","="")""","=""400""","=""L8672c99""",
"=""100""","=""Fm XCVIII""","=""+97""","=""Fermium""","=""Li""","=""1s2.2s""","=""1s2.2s""","=""2S<1/2>""","=""(""","=""40482.2""","="")""","=""1.1""","=""L16264c99""",
"=""100""","=""Fm XCIX""","=""+98""","=""Fermium""","=""He""","=""1s2""","=""1s2""","=""1S0""","=""(""","=""158171""","="")""","=""6""","=""L12128""",
"=""100""","=""Fm C""","=""+99""","=""Fermium""","=""H""","=""1s""","=""1s""","=""2S<1/2>""","=""(""","=""160808""","="")""","=""6""","=""L19200""",
"=""101""","=""Md I""","=""0""","=""Mendelevium""","=""Md""","=""[Rn].5f13.7s2""","=""5f13.7s2""","=""2F*<7/2>""","=""[""","=""6.58""","=""]""","=""0.07""","=""L16359""",
"=""101""","=""Md II""","=""+1""","=""Mendelevium""","=""Fm""","=""[Rn].5f13.7s""","=""5f13.7s""","=""3F*<4>""","=""[""","=""12.4""","=""]""","=""0.4""","=""L13741c99""",
"=""101""","=""Md III""","=""+2""","=""Mendelevium""","=""Es""","=""[Rn].5f13""","=""5f13""","=""2F*<7/2>""","=""[""","=""24.3""","=""]""","=""0.4""","=""L13741c99""",
"=""101""","=""Md IV""","=""+3""","=""Mendelevium""","=""Cf""","=""[Rn].5f12""","=""5f12""","=""3H<6>""","=""[""","=""40.0""","=""]""","=""0.4""","=""L13741c99""",
"=""101""","=""Md V""","=""+4""","=""Mendelevium""","=""Bk""","=""[Rn].5f11""","=""5f11""","=""4I*<15/2>""","=""(""","=""54.1""","="")""","=""1.9""","=""L8672c99""",
"=""101""","=""Md VI""","=""+5""","=""Mendelevium""","=""Cm""","=""[Rn].5f10""","=""5f10""","=""5I<8>""","=""(""","=""76.0""","="")""","=""2.0""","=""L8672c99""",
"=""101""","=""Md VII""","=""+6""","=""Mendelevium""","=""Am""","=""[Rn].5f9""","=""5f9""","=""6H*<15/2>""","=""(""","=""96.0""","="")""","=""2.0""","=""L8672c99""",
"=""101""","=""Md VIII""","=""+7""","=""Mendelevium""","=""Pu""","=""[Rn].5f8""","=""5f8""","=""7F<6>""","=""(""","=""115.1""","="")""","=""2.1""","=""L8672c99""",
"=""101""","=""Md IX""","=""+8""","=""Mendelevium""","=""Np""","=""[Rn].5f7""","=""5f7""","=""8S*<7/2>""","=""(""","=""143.9""","="")""","=""2.2""","=""L8672c99""",
"=""101""","=""Md X""","=""+9""","=""Mendelevium""","=""U""","=""[Rn].5f6""","=""5f6""","=""7F0""","=""(""","=""162.0""","="")""","=""2.2""","=""L8672c99""",
"=""101""","=""Md XI""","=""+10""","=""Mendelevium""","=""Pa""","=""[Rn].5f5""","=""5f5""","=""6H*<5/2>""","=""(""","=""187.0""","="")""","=""2.4""","=""L8672c99""",
"=""101""","=""Md XII""","=""+11""","=""Mendelevium""","=""Th""","=""[Rn].5f4""","=""5f4""","=""5I<4>""","=""(""","=""215""","="")""","=""11""","=""L582""",
"=""101""","=""Md XIII""","=""+12""","=""Mendelevium""","=""Ac""","=""[Hg].5f7.6p2""","=""5f7.6p2""","=""*""","=""(""","=""240""","="")""","=""12""","=""L582""",
"=""101""","=""Md XIV""","=""+13""","=""Mendelevium""","=""Ra""","=""[Hg].5f6.6p2""","=""5f6.6p2""","=""""","=""(""","=""260""","="")""","=""12""","=""L582""",
"=""101""","=""Md XV""","=""+14""","=""Mendelevium""","=""Fr""","=""[Hg].5f6.6p""","=""5f6.6p""","=""*""","=""(""","=""282""","="")""","=""14""","=""L582""",
"=""101""","=""Md XVI""","=""+15""","=""Mendelevium""","=""Rn""","=""[Hg].5f6""","=""5f6""","=""""","=""(""","=""307""","="")""","=""15""","=""L582""",
"=""101""","=""Md XVII""","=""+16""","=""Mendelevium""","=""At""","=""[Hg].5f5""","=""5f5""","=""*""","=""(""","=""334""","="")""","=""16""","=""L582""",
"=""101""","=""Md XVIII""","=""+17""","=""Mendelevium""","=""Po""","=""[Hg].5f4""","=""5f4""","=""""","=""(""","=""360""","="")""","=""17""","=""L582""",
"=""101""","=""Md XIX""","=""+18""","=""Mendelevium""","=""Bi""","=""[Hg].5f3""","=""5f3""","=""*""","=""(""","=""386""","="")""","=""20""","=""L582""",
"=""101""","=""Md XX""","=""+19""","=""Mendelevium""","=""Pb""","=""[Hg].5f2""","=""5f2""","=""""","=""(""","=""412""","="")""","=""21""","=""L582""",
"=""101""","=""Md XXI""","=""+20""","=""Mendelevium""","=""Tl""","=""[Hg].5f""","=""5f""","=""2F*<5/2>""","=""(""","=""438""","="")""","=""22""","=""L582""",
"=""101""","=""Md XXII""","=""+21""","=""Mendelevium""","=""Hg""","=""[Xe].4f14.5d10.6s2""","=""6s2""","=""1S0""","=""(""","=""462""","="")""","=""4""","=""L8672c99""",
"=""101""","=""Md XXIII""","=""+22""","=""Mendelevium""","=""Au""","=""[Xe].4f14.5d10.6s""","=""6s""","=""2S<1/2>""","=""(""","=""486""","="")""","=""4""","=""L8672c99""",
"=""101""","=""Md XXIV""","=""+23""","=""Mendelevium""","=""Pt""","=""[Xe].4f14.5d10""","=""5d10""","=""1S0""","=""(""","=""659""","="")""","=""4""","=""L8672c99""",
"=""101""","=""Md XXV""","=""+24""","=""Mendelevium""","=""Ir""","=""[Xe].4f14.5d9""","=""5d9""","=""2D<5/2>""","=""(""","=""690""","="")""","=""4""","=""L8672c99""",
"=""101""","=""Md XXVI""","=""+25""","=""Mendelevium""","=""Os""","=""[Xe].4f14.5d8""","=""5d8""","=""3F<4>""","=""(""","=""723""","="")""","=""4""","=""L8672c99""",
"=""101""","=""Md XXVII""","=""+26""","=""Mendelevium""","=""Re""","=""[Xe].4f14.5d7""","=""5d7""","=""4F<9/2>""","=""(""","=""760""","="")""","=""4""","=""L8672c99""",
"=""101""","=""Md XXVIII""","=""+27""","=""Mendelevium""","=""W""","=""[Xe].4f14.5d6""","=""5d6""","=""5D<4>""","=""(""","=""794""","="")""","=""4""","=""L8672c99""",
"=""101""","=""Md XXIX""","=""+28""","=""Mendelevium""","=""Ta""","=""[Xe].4f14.5d5""","=""5d5""","=""6S<5/2>""","=""(""","=""828""","="")""","=""4""","=""L8672c99""",
"=""101""","=""Md XXX""","=""+29""","=""Mendelevium""","=""Hf""","=""[Xe].4f14.5d4""","=""5d4""","=""5D0""","=""(""","=""885""","="")""","=""4""","=""L8672c99""",
"=""101""","=""Md XXXI""","=""+30""","=""Mendelevium""","=""Lu""","=""[Xe].4f14.5d3""","=""5d3""","=""4F<3/2>""","=""(""","=""920""","="")""","=""4""","=""L8672c99""",
"=""101""","=""Md XXXII""","=""+31""","=""Mendelevium""","=""Yb""","=""[Xe].4f14.5d2""","=""5d2""","=""3F<2>""","=""(""","=""958""","="")""","=""4""","=""L8672c99""",
"=""101""","=""Md XXXIII""","=""+32""","=""Mendelevium""","=""Tm""","=""[Xe].4f14.5d""","=""5d""","=""2D<3/2>""","=""(""","=""994""","="")""","=""4""","=""L8672c99""",
"=""101""","=""Md XXXIV""","=""+33""","=""Mendelevium""","=""Er""","=""[Xe].4f14""","=""4f14""","=""1S0""","=""(""","=""1160""","="")""","=""60""","=""L582""",
"=""101""","=""Md XXXV""","=""+34""","=""Mendelevium""","=""Ho""","=""[Cd].4f14.5p5""","=""4f14.5p5""","=""2P*<3/2>""","=""(""","=""1210""","="")""","=""60""","=""L582""",
"=""101""","=""Md XXXVI""","=""+35""","=""Mendelevium""","=""Dy""","=""[Cd].4f14.5p4""","=""4f14.5p4""","=""3P<2>""","=""(""","=""1250""","="")""","=""60""","=""L582""",
"=""101""","=""Md XXXVII""","=""+36""","=""Mendelevium""","=""Tb""","=""[Cd].4f14.5p3""","=""4f14.5p3""","=""2P*<3/2>""","=""(""","=""1290""","="")""","=""60""","=""L582""",
"=""101""","=""Md XXXVIII""","=""+37""","=""Mendelevium""","=""Gd""","=""[Cd].4f14.5p2""","=""4f14.5p2""","=""3P0""","=""(""","=""1430""","="")""","=""70""","=""L582""",
"=""101""","=""Md XXXIX""","=""+38""","=""Mendelevium""","=""Eu""","=""[Cd].4f14.5p""","=""4f14.5p""","=""2P*<1/2>""","=""(""","=""1480""","="")""","=""70""","=""L582""",
"=""101""","=""Md XL""","=""+39""","=""Mendelevium""","=""Sm""","=""[Cd].4f14""","=""4f14""","=""1S0""","=""(""","=""1620""","="")""","=""80""","=""L582""",
"=""101""","=""Md XLI""","=""+40""","=""Mendelevium""","=""Pm""","=""[Kr].4d10.4f14.5s""","=""4f14.5s""","=""2S<1/2>""","=""(""","=""1660""","="")""","=""80""","=""L582""",
"=""101""","=""Md XLII""","=""+41""","=""Mendelevium""","=""Nd""","=""[Kr].4d10.4f14""","=""4f14""","=""1S0""","=""(""","=""1840""","="")""","=""90""","=""L582""",
