At. num,Sp. Name,Ion Charge,El. Name,Isoel. Seq.,Ground Shells (a),Ground Config.,Ground Level,Prefix,Ionization Energy (b) (eV),Suffix,Uncertainty (c) (eV),References,
"=""79""","=""Au VII""","=""+6""","=""Gold""","=""Ta""","=""[Xe].4f14.5d5""","=""5d5""","=""6S<5/2>""","=""(""","=""94.0""","="")""","=""2.0""","=""L8672c99""",
"=""79""","=""Au VIII""","=""+7""","=""Gold""","=""Hf""","=""[Xe].4f14.5d4""","=""5d4""","=""5D0""","=""(""","=""112.0""","="")""","=""2.1""","=""L8672c99""",
"=""79""","=""Au IX""","=""+8""","=""Gold""","=""Lu""","=""[Xe].4f14.5d3""","=""5d3""","=""4F<3/2>""","=""(""","=""130.1""","="")""","=""2.2""","=""L8672c99""",
"=""79""","=""Au X""","=""+9""","=""Gold""","=""Yb""","=""[Xe].4f14.5d2""","=""5d2""","=""3F<2>""","=""(""","=""149.0""","="")""","=""2.2""","=""L8672c99""",
"=""79""","=""Au XI""","=""+10""","=""Gold""","=""Tm""","=""[Xe].4f14.5d""","=""5d""","=""2D<3/2>""","=""[""","=""168.2""","=""]""","=""1.4""","=""L3654""",
"=""79""","=""Au XII""","=""+11""","=""Gold""","=""Er""","=""[Xe].4f14""","=""4f14""","=""1S0""","=""[""","=""248.0""","=""]""","=""1.0""","=""L3654""",
"=""79""","=""Au XIII""","=""+12""","=""Gold""","=""Ho""","=""[Cd].4f14.5p5""","=""4f14.5p5""","=""2P*<3/2>""","=""(""","=""275""","="")""","=""14""","=""L582""",
"=""79""","=""Au XIV""","=""+13""","=""Gold""","=""Dy""","=""[Cd].4f14.5p4""","=""4f14.5p4""","=""3P<2>""","=""(""","=""299""","="")""","=""15""","=""L582""",
"=""79""","=""Au XV""","=""+14""","=""Gold""","=""Tb""","=""[Cd].4f14.5p3""","=""4f14.5p3""","=""2P*<3/2>""","=""(""","=""324""","="")""","=""16""","=""L582""",
"=""79""","=""Au XVI""","=""+15""","=""Gold""","=""Gd""","=""[Cd].4f14.5p2""","=""4f14.5p2""","=""3P0""","=""(""","=""365""","="")""","=""19""","=""L582""",
"=""79""","=""Au XVII""","=""+16""","=""Gold""","=""Eu""","=""[Cd].4f14.5p""","=""4f14.5p""","=""2P*<1/2>""","=""(""","=""392""","="")""","=""20""","=""L582""",
"=""79""","=""Au XVIII""","=""+17""","=""Gold""","=""Sm""","=""[Cd].4f14""","=""4f14""","=""1S0""","=""(""","=""433""","="")""","=""21""","=""L582""",
"=""79""","=""Au XIX""","=""+18""","=""Gold""","=""Pm""","=""[Cd].4f13""","=""4f13.5s2""","=""2F*<7/2>""","=""(""","=""487""","="")""","=""25""","=""L582""",
"=""79""","=""Au XX""","=""+19""","=""Gold""","=""Nd""","=""[Cd].4f12""","=""4f12.5s2""","=""3H<6>""","=""(""","=""520""","="")""","=""30""","=""L582""",
"=""79""","=""Au XXI""","=""+20""","=""Gold""","=""Pr""","=""[Kr].4d10.4f12.5s""","=""4f12.5s""","=""""","=""(""","=""550""","="")""","=""30""","=""L582""",
"=""79""","=""Au XXII""","=""+21""","=""Gold""","=""Ce""","=""[Kr].4d10.4f12""","=""4f12""","=""""","=""(""","=""600""","="")""","=""30""","=""L582""",
"=""79""","=""Au XXIII""","=""+22""","=""Gold""","=""La""","=""[Kr].4d10.4f11""","=""4f11""","=""4I*<15/2>""","=""(""","=""650""","="")""","=""40""","=""L582""",
"=""79""","=""Au XXIV""","=""+23""","=""Gold""","=""Ba""","=""[Kr].4d10.4f10""","=""4f10""","=""5I<8>""","=""(""","=""710""","="")""","=""40""","=""L582""",
"=""79""","=""Au XXV""","=""+24""","=""Gold""","=""Cs""","=""[Kr].4d10.4f9""","=""4f9""","=""6H*<15/2>""","=""(""","=""760""","="")""","=""40""","=""L582""",
"=""79""","=""Au XXVI""","=""+25""","=""Gold""","=""Xe""","=""[Kr].4d10.4f8""","=""4f8""","=""7F<6>""","=""(""","=""820""","="")""","=""40""","=""L582""",
"=""79""","=""Au XXVII""","=""+26""","=""Gold""","=""I""","=""[Kr].4d10.4f7""","=""4f7""","=""8S*<7/2>""","=""(""","=""870""","="")""","=""40""","=""L582""",
"=""79""","=""Au XXVIII""","=""+27""","=""Gold""","=""Te""","=""[Kr].4d10.4f6""","=""4f6""","=""7F0""","=""(""","=""930""","="")""","=""50""","=""L582""",
"=""79""","=""Au XXIX""","=""+28""","=""Gold""","=""Sb""","=""[Kr].4d10.4f5""","=""4f5""","=""6H*<5/2>""","=""(""","=""990""","="")""","=""50""","=""L582""",
"=""79""","=""Au XXX""","=""+29""","=""Gold""","=""Sn""","=""[Kr].4d10.4f4""","=""4f4""","=""5I<4>""","=""(""","=""1040""","="")""","=""50""","=""L582""",
"=""79""","=""Au XXXI""","=""+30""","=""Gold""","=""In""","=""[Kr].4d10.4f3""","=""4f3""","=""4I*<9/2>""","=""(""","=""1100""","="")""","=""50""","=""L582""",
"=""79""","=""Au XXXII""","=""+31""","=""Gold""","=""Cd""","=""[Kr].4d10.4f2""","=""4f2""","=""3H<4>""","=""(""","=""1150""","="")""","=""60""","=""L582""",
"=""79""","=""Au XXXIII""","=""+32""","=""Gold""","=""Ag""","=""[Kr].4d10.4f""","=""4f""","=""2F*<5/2>""","=""(""","=""1210""","="")""","=""60""","=""L582""",
"=""79""","=""Au XXXIV""","=""+33""","=""Gold""","=""Pd""","=""[Kr].4d10""","=""4d10""","=""1S0""","=""(""","=""1475""","="")""","=""5""","=""L8672c99""",
"=""79""","=""Au XXXV""","=""+34""","=""Gold""","=""Rh""","=""[Kr].4d9""","=""4d9""","=""2D<5/2>""","=""(""","=""1527""","="")""","=""5""","=""L8672c99""",
"=""79""","=""Au XXXVI""","=""+35""","=""Gold""","=""Ru""","=""[Kr].4d8""","=""4d8""","=""3F<4>""","=""(""","=""1584""","="")""","=""5""","=""L8672c99""",
"=""79""","=""Au XXXVII""","=""+36""","=""Gold""","=""Tc""","=""[Kr].4d7""","=""4d7""","=""4F<9/2>""","=""(""","=""1644""","="")""","=""5""","=""L8672c99""",
"=""79""","=""Au XXXVIII""","=""+37""","=""Gold""","=""Mo""","=""[Kr].4d6""","=""4d6""","=""5D<4>""","=""(""","=""1702""","="")""","=""4""","=""L8672c99""",
"=""79""","=""Au XXXIX""","=""+38""","=""Gold""","=""Nb""","=""[Kr].4d5""","=""4d-4.4d+""","=""(0,5/2)<5/2>""","=""(""","=""1758""","="")""","=""4""","=""L8672c99""",
"=""79""","=""Au XL""","=""+39""","=""Gold""","=""Zr""","=""[Kr].4d4""","=""4d4""","=""5D0""","=""(""","=""1845""","="")""","=""4""","=""L8672c99""",
"=""79""","=""Au XLI""","=""+40""","=""Gold""","=""Y""","=""[Kr].4d3""","=""4d3""","=""4F<3/2>""","=""(""","=""1904""","="")""","=""4""","=""L8672c99""",
"=""79""","=""Au XLII""","=""+41""","=""Gold""","=""Sr""","=""[Kr].4d2""","=""4d2""","=""3F<2>""","=""(""","=""1967""","="")""","=""4""","=""L8672c99""",
"=""79""","=""Au XLIII""","=""+42""","=""Gold""","=""Rb""","=""[Kr].4d""","=""4d""","=""2D<3/2>""","=""(""","=""2026""","="")""","=""4""","=""L8672c99""",
"=""79""","=""Au XLIV""","=""+43""","=""Gold""","=""Kr""","=""[Ar].3d10.4s2.4p6""","=""4p6""","=""1S0""","=""(""","=""2261""","="")""","=""4""","=""L8672c99""",
"=""79""","=""Au XLV""","=""+44""","=""Gold""","=""Br""","=""[Ar].3d10.4s2.4p5""","=""4p5""","=""2P*<3/2>""","=""(""","=""2320""","="")""","=""4""","=""L8672c99""",
"=""79""","=""Au XLVI""","=""+45""","=""Gold""","=""Se""","=""[Ar].3d10.4s2.4p4""","=""4p4""","=""3P<2>""","=""(""","=""2383""","="")""","=""4""","=""L8672c99""",
"=""79""","=""Au XLVII""","=""+46""","=""Gold""","=""As""","=""[Ar].3d10.4s2.4p3""","=""4p-2.4p+""","=""(0,3/2)*<3/2>""","=""(""","=""2443""","="")""","=""4""","=""L8672c99""",
"=""79""","=""Au XLVIII""","=""+47""","=""Gold""","=""Ge""","=""[Ar].3d10.4s2.4p2""","=""4p2""","=""3P0""","=""(""","=""2640""","="")""","=""4""","=""L8672c99""",
"=""79""","=""Au XLIX""","=""+48""","=""Gold""","=""Ga""","=""[Ar].3d10.4s2.4p""","=""4p""","=""2P*<1/2>""","=""(""","=""2708""","="")""","=""4""","=""L8672c99""",
"=""79""","=""Au L""","=""+49""","=""Gold""","=""Zn""","=""[Ar].3d10.4s2""","=""4s2""","=""1S0""","=""(""","=""2870""","="")""","=""4""","=""L8672c99""",
"=""79""","=""Au LI""","=""+50""","=""Gold""","=""Cu""","=""[Ar].3d10.4s""","=""4s""","=""2S<1/2>""","=""[""","=""2941.0""","=""]""","=""1.0""","=""L10191""",
"=""79""","=""Au LII""","=""+51""","=""Gold""","=""Ni""","=""[Ar].3d10""","=""3d10""","=""1S0""","=""""","=""4888""","=""""","=""4""","=""L10191""",
"=""79""","=""Au LIII""","=""+52""","=""Gold""","=""Co""","=""[Ar].3d9""","=""3d9""","=""2D<5/2>""","=""(""","=""5013""","="")""","=""4""","=""L8672c99""",
"=""79""","=""Au LIV""","=""+53""","=""Gold""","=""Fe""","=""[Ar].3d8""","=""3d8""","=""3F<4>""","=""(""","=""5156""","="")""","=""5""","=""L8672c99""",
"=""79""","=""Au LV""","=""+54""","=""Gold""","=""Mn""","=""[Ar].3d7""","=""3d7""","=""4F<9/2>""","=""(""","=""5307""","="")""","=""5""","=""L8672c99""",
"=""79""","=""Au LVI""","=""+55""","=""Gold""","=""Cr""","=""[Ar].3d6""","=""3d-4.3d+2""","=""(0,4)<4>""","=""(""","=""5452""","="")""","=""5""","=""L8672c99""",
"=""79""","=""Au LVII""","=""+56""","=""Gold""","=""V""","=""[Ar].3d5""","=""3d-4.3d+""","=""(0,5/2)<5/2>""","=""(""","=""5594""","="")""","=""5""","=""L8672c99""",
"=""79""","=""Au LVIII""","=""+57""","=""Gold""","=""Ti""","=""[Ar].3d4""","=""3d4""","=""5D0""","=""(""","=""5846""","="")""","=""6""","=""L8672c99""",
"=""79""","=""Au LIX""","=""+58""","=""Gold""","=""Sc""","=""[Ar].3d3""","=""3d3""","=""4F<3/2>""","=""(""","=""5994""","="")""","=""6""","=""L8672c99""",
"=""79""","=""Au LX""","=""+59""","=""Gold""","=""Ca""","=""[Ar].3d2""","=""3d2""","=""3F<2>""","=""(""","=""6156""","="")""","=""7""","=""L8672c99""",
"=""79""","=""Au LXI""","=""+60""","=""Gold""","=""K""","=""[Ar].3d""","=""3d""","=""2D<3/2>""","=""(""","=""6305""","="")""","=""10""","=""L8672c99""",
"=""79""","=""Au LXII""","=""+61""","=""Gold""","=""Ar""","=""[Ne].3s2.3p6""","=""3p6""","=""1S0""","=""(""","=""6724""","="")""","=""12""","=""L8672c99""",
"=""79""","=""Au LXIII""","=""+62""","=""Gold""","=""Cl""","=""[Ne].3s2.3p5""","=""3p5""","=""2P*<3/2>""","=""(""","=""6854""","="")""","=""15""","=""L8672c99""",
"=""79""","=""Au LXIV""","=""+63""","=""Gold""","=""S""","=""[Ne].3s2.3p4""","=""3p4""","=""3P<2>""","=""(""","=""6997""","="")""","=""19""","=""L8672c99""",
"=""79""","=""Au LXV""","=""+64""","=""Gold""","=""P""","=""[Ne].3s2.3p3""","=""3p3""","=""2P*<3/2>""","=""(""","=""7130""","="")""","=""24""","=""L8672c99""",
"=""79""","=""Au LXVI""","=""+65""","=""Gold""","=""Si""","=""[Ne].3s2.3p2""","=""3p2""","=""3P0""","=""(""","=""7760""","="")""","=""30""","=""L8672c99""",
"=""79""","=""Au LXVII""","=""+66""","=""Gold""","=""Al""","=""[Ne].3s2.3p""","=""3p""","=""2P*<1/2>""","=""(""","=""7910""","="")""","=""40""","=""L8672c99""",
"=""79""","=""Au LXVIII""","=""+67""","=""Gold""","=""Mg""","=""[Ne].3s2""","=""3s2""","=""1S0""","=""(""","=""8210""","="")""","=""40""","=""L8672c99""",
"=""79""","=""Au LXIX""","=""+68""","=""Gold""","=""Na""","=""[Ne].3s""","=""3s""","=""2S<1/2>""","=""(""","=""8360""","="")""","=""50""","=""L8672c99""",
"=""79""","=""Au LXX""","=""+69""","=""Gold""","=""Ne""","=""1s2.2s2.2p6""","=""2p6""","=""1S0""","=""(""","=""18040""","="")""","=""50""","=""L8672c99""",
"=""79""","=""Au LXXI""","=""+70""","=""Gold""","=""F""","=""1s2.2s2.2p5""","=""2p5""","=""2P*<3/2>""","=""(""","=""18400""","="")""","=""60""","=""L8672c99""",
"=""79""","=""Au LXXII""","=""+71""","=""Gold""","=""O""","=""1s2.2s2.2p4""","=""2p4""","=""3P<2>""","=""(""","=""18790""","="")""","=""60""","=""L8672c99""",
"=""79""","=""Au LXXIII""","=""+72""","=""Gold""","=""N""","=""1s2.2s2.2p3""","=""2p2<1/2>.2p<3/2>""","=""(0,3/2)*<3/2>""","=""(""","=""19150""","="")""","=""70""","=""L8672c99""",
"=""79""","=""Au LXXIV""","=""+73""","=""Gold""","=""C""","=""1s2.2s2.2p2""","=""2p2""","=""3P0""","=""(""","=""21470""","="")""","=""90""","=""L8672c99""",
"=""79""","=""Au LXXV""","=""+74""","=""Gold""","=""B""","=""1s2.2s2.2p""","=""2p""","=""2P*<1/2>""","=""(""","=""21920""","="")""","=""90""","=""L8672c99""",
"=""79""","=""Au LXXVI""","=""+75""","=""Gold""","=""Be""","=""1s2.2s2""","=""2s2""","=""1S0""","=""(""","=""22500""","="")""","=""100""","=""L8672c99""",
"=""79""","=""Au LXXVII""","=""+76""","=""Gold""","=""Li""","=""1s2.2s""","=""1s2.2s""","=""2S<1/2>""","=""(""","=""22868.1""","="")""","=""0.3""","=""L16264c99""",
"=""79""","=""Au LXXVIII""","=""+77""","=""Gold""","=""He""","=""1s2""","=""1s2""","=""1S0""","=""(""","=""91515.8""","="")""","=""0.3""","=""L21139""",
"=""79""","=""Au LXXIX""","=""+78""","=""Gold""","=""H""","=""1s""","=""1s""","=""2S<1/2>""","=""(""","=""93254.62""","="")""","=""0.20""","=""L19200""",
"=""80""","=""Hg I""","=""0""","=""Mercury""","=""Hg""","=""[Xe].4f14.5d10.6s2""","=""5d10.6s2""","=""1S0""","=""""","=""10.437504""","=""""","=""0.000006""","=""L11931,L11984""",
"=""80""","=""Hg II""","=""+1""","=""Mercury""","=""Au""","=""[Xe].4f14.5d10.6s""","=""5d10.6s""","=""2S<1/2>""","=""""","=""18.75688""","=""""","=""0.00004""","=""L11760""",
"=""80""","=""Hg III""","=""+2""","=""Mercury""","=""Pt""","=""[Xe].4f14.5d10""","=""5d10""","=""1S0""","=""""","=""34.49""","=""""","=""0.05""","=""L20993""",
"=""80""","=""Hg IV""","=""+3""","=""Mercury""","=""Ir""","=""[Xe].4f14.5d9""","=""5d9""","=""2D<5/2>""","=""""","=""48.55""","=""""","=""0.15""","=""L16379""",
"=""80""","=""Hg V""","=""+4""","=""Mercury""","=""Os""","=""[Xe].4f14.5d8""","=""5d8""","=""3F<4>""","=""""","=""61.20""","=""""","=""0.20""","=""L289""",
"=""80""","=""Hg VI""","=""+5""","=""Mercury""","=""Re""","=""[Xe].4f14.5d7""","=""5d7""","=""4F<9/2>""","=""""","=""76.6""","=""""","=""0.5""","=""L289""",
"=""80""","=""Hg VII""","=""+6""","=""Mercury""","=""W""","=""[Xe].4f14.5d6""","=""5d6""","=""5D<4>""","=""""","=""93.0""","=""""","=""2.0""","=""L289""",
"=""80""","=""Hg VIII""","=""+7""","=""Mercury""","=""Ta""","=""[Xe].4f14.5d5""","=""5d5""","=""6S<5/2>""","=""(""","=""113.9""","="")""","=""2.1""","=""L8672c99""",
"=""80""","=""Hg IX""","=""+8""","=""Mercury""","=""Hf""","=""[Xe].4f14.5d4""","=""5d4""","=""5D0""","=""(""","=""134.0""","="")""","=""2.2""","=""L8672c99""",
"=""80""","=""Hg X""","=""+9""","=""Mercury""","=""Lu""","=""[Xe].4f14.5d3""","=""5d3""","=""4F<3/2>""","=""(""","=""153.0""","="")""","=""2.2""","=""L8672c99""",
"=""80""","=""Hg XI""","=""+10""","=""Mercury""","=""Yb""","=""[Xe].4f14.5d2""","=""5d2""","=""3F<2>""","=""(""","=""173.0""","="")""","=""2.4""","=""L8672c99""",
"=""80""","=""Hg XII""","=""+11""","=""Mercury""","=""Tm""","=""[Xe].4f14.5d""","=""5d""","=""2D<3/2>""","=""[""","=""192.7""","=""]""","=""1.7""","=""L3654""",
"=""80""","=""Hg XIII""","=""+12""","=""Mercury""","=""Er""","=""[Xe].4f14""","=""4f14""","=""1S0""","=""[""","=""276.9""","=""]""","=""1.1""","=""L3654""",
"=""80""","=""Hg XIV""","=""+13""","=""Mercury""","=""Ho""","=""[Cd].4f14.5p5""","=""4f14.5p5""","=""2P*<3/2>""","=""(""","=""307""","="")""","=""15""","=""L582""",
"=""80""","=""Hg XV""","=""+14""","=""Mercury""","=""Dy""","=""[Cd].4f14.5p4""","=""4f14.5p4""","=""3P<2>""","=""(""","=""332""","="")""","=""16""","=""L582""",
"=""80""","=""Hg XVI""","=""+15""","=""Mercury""","=""Tb""","=""[Cd].4f14.5p3""","=""4f14.5p3""","=""2P*<3/2>""","=""(""","=""357""","="")""","=""17""","=""L582""",
"=""80""","=""Hg XVII""","=""+16""","=""Mercury""","=""Gd""","=""[Cd].4f14.5p2""","=""4f14.5p2""","=""3P0""","=""(""","=""402""","="")""","=""20""","=""L582""",
"=""80""","=""Hg XVIII""","=""+17""","=""Mercury""","=""Eu""","=""[Cd].4f14.5p""","=""4f14.5p""","=""2P*<1/2>""","=""(""","=""429""","="")""","=""21""","=""L582""",
"=""80""","=""Hg XIX""","=""+18""","=""Mercury""","=""Sm""","=""[Cd].4f14""","=""4f14""","=""1S0""","=""(""","=""477""","="")""","=""24""","=""L582""",
"=""80""","=""Hg XX""","=""+19""","=""Mercury""","=""Pm""","=""[Cd].4f13""","=""4f13.5s2""","=""2F*<7/2>""","=""(""","=""530""","="")""","=""30""","=""L582""",
"=""80""","=""Hg XXI""","=""+20""","=""Mercury""","=""Nd""","=""[Kr].4d10.4f13.5s""","=""4f13.5s""","=""*""","=""(""","=""560""","="")""","=""30""","=""L582""",
"=""80""","=""Hg XXII""","=""+21""","=""Mercury""","=""Pr""","=""[Kr].4d10.4f13""","=""4f13""","=""2F*<7/2>""","=""(""","=""590""","="")""","=""30""","=""L582""",
"=""80""","=""Hg XXIII""","=""+22""","=""Mercury""","=""Ce""","=""[Kr].4d10.4f12""","=""4f12""","=""""","=""(""","=""650""","="")""","=""30""","=""L582""",
"=""80""","=""Hg XXIV""","=""+23""","=""Mercury""","=""La""","=""[Kr].4d10.4f11""","=""4f11""","=""4I*<15/2>""","=""(""","=""710""","="")""","=""40""","=""L582""",
"=""80""","=""Hg XXV""","=""+24""","=""Mercury""","=""Ba""","=""[Kr].4d10.4f10""","=""4f10""","=""5I<8>""","=""(""","=""760""","="")""","=""40""","=""L582""",
"=""80""","=""Hg XXVI""","=""+25""","=""Mercury""","=""Cs""","=""[Kr].4d10.4f9""","=""4f9""","=""6H*<15/2>""","=""(""","=""820""","="")""","=""40""","=""L582""",
"=""80""","=""Hg XXVII""","=""+26""","=""Mercury""","=""Xe""","=""[Kr].4d10.4f8""","=""4f8""","=""7F<6>""","=""(""","=""880""","="")""","=""40""","=""L582""",
"=""80""","=""Hg XXVIII""","=""+27""","=""Mercury""","=""I""","=""[Kr].4d10.4f7""","=""4f7""","=""8S*<7/2>""","=""(""","=""930""","="")""","=""50""","=""L582""",
"=""80""","=""Hg XXIX""","=""+28""","=""Mercury""","=""Te""","=""[Kr].4d10.4f6""","=""4f6""","=""7F0""","=""(""","=""990""","="")""","=""50""","=""L582""",
"=""80""","=""Hg XXX""","=""+29""","=""Mercury""","=""Sb""","=""[Kr].4d10.4f5""","=""4f5""","=""6H*<5/2>""","=""(""","=""1050""","="")""","=""50""","=""L582""",
"=""80""","=""Hg XXXI""","=""+30""","=""Mercury""","=""Sn""","=""[Kr].4d10.4f4""","=""4f4""","=""5I<4>""","=""(""","=""1110""","="")""","=""60""","=""L582""",
"=""80""","=""Hg XXXII""","=""+31""","=""Mercury""","=""In""","=""[Kr].4d10.4f3""","=""4f3""","=""4I*<9/2>""","=""(""","=""1160""","="")""","=""60""","=""L582""",
"=""80""","=""Hg XXXIII""","=""+32""","=""Mercury""","=""Cd""","=""[Kr].4d10.4f2""","=""4f2""","=""3H<4>""","=""(""","=""1220""","="")""","=""60""","=""L582""",
"=""80""","=""Hg XXXIV""","=""+33""","=""Mercury""","=""Ag""","=""[Kr].4d10.4f""","=""4f""","=""2F*<5/2>""","=""(""","=""1280""","="")""","=""60""","=""L582""",
"=""80""","=""Hg XXXV""","=""+34""","=""Mercury""","=""Pd""","=""[Kr].4d10""","=""4d10""","=""1S0""","=""(""","=""1549""","="")""","=""5""","=""L8672c99""",
"=""80""","=""Hg XXXVI""","=""+35""","=""Mercury""","=""Rh""","=""[Kr].4d9""","=""4d9""","=""2D<5/2>""","=""(""","=""1603""","="")""","=""5""","=""L8672c99""",
"=""80""","=""Hg XXXVII""","=""+36""","=""Mercury""","=""Ru""","=""[Kr].4d8""","=""4d8""","=""3F<4>""","=""(""","=""1661""","="")""","=""5""","=""L8672c99""",
"=""80""","=""Hg XXXVIII""","=""+37""","=""Mercury""","=""Tc""","=""[Kr].4d7""","=""4d7""","=""4F<9/2>""","=""(""","=""1723""","="")""","=""4""","=""L8672c99""",
"=""80""","=""Hg XXXIX""","=""+38""","=""Mercury""","=""Mo""","=""[Kr].4d6""","=""4d6""","=""5D<4>""","=""(""","=""1780""","="")""","=""4""","=""L8672c99""",
"=""80""","=""Hg XL""","=""+39""","=""Mercury""","=""Nb""","=""[Kr].4d5""","=""4d-4.4d+""","=""(0,5/2)<5/2>""","=""(""","=""1839""","="")""","=""4""","=""L8672c99""",
"=""80""","=""Hg XLI""","=""+40""","=""Mercury""","=""Zr""","=""[Kr].4d4""","=""4d4""","=""5D0""","=""(""","=""1928""","="")""","=""4""","=""L8672c99""",
"=""80""","=""Hg XLII""","=""+41""","=""Mercury""","=""Y""","=""[Kr].4d3""","=""4d3""","=""4F<3/2>""","=""(""","=""1989""","="")""","=""4""","=""L8672c99""",
"=""80""","=""Hg XLIII""","=""+42""","=""Mercury""","=""Sr""","=""[Kr].4d2""","=""4d2""","=""3F<2>""","=""(""","=""2052""","="")""","=""4""","=""L8672c99""",
"=""80""","=""Hg XLIV""","=""+43""","=""Mercury""","=""Rb""","=""[Kr].4d""","=""4d""","=""2D<3/2>""","=""(""","=""2113""","="")""","=""4""","=""L8672c99""",
"=""80""","=""Hg XLV""","=""+44""","=""Mercury""","=""Kr""","=""[Ar].3d10.4s2.4p6""","=""4p6""","=""1S0""","=""(""","=""2354""","="")""","=""4""","=""L8672c99""",
"=""80""","=""Hg XLVI""","=""+45""","=""Mercury""","=""Br""","=""[Ar].3d10.4s2.4p5""","=""4p5""","=""2P*<3/2>""","=""(""","=""2412""","="")""","=""4""","=""L8672c99""",
"=""80""","=""Hg XLVII""","=""+46""","=""Mercury""","=""Se""","=""[Ar].3d10.4s2.4p4""","=""4p4""","=""3P<2>""","=""(""","=""2478""","="")""","=""4""","=""L8672c99""",
"=""80""","=""Hg XLVIII""","=""+47""","=""Mercury""","=""As""","=""[Ar].3d10.4s2.4p3""","=""4p-2.4p+""","=""(0,3/2)*<3/2>""","=""(""","=""2539""","="")""","=""4""","=""L8672c99""",
"=""80""","=""Hg XLIX""","=""+48""","=""Mercury""","=""Ge""","=""[Ar].3d10.4s2.4p2""","=""4p2""","=""3P0""","=""(""","=""2745""","="")""","=""4""","=""L8672c99""",
"=""80""","=""Hg L""","=""+49""","=""Mercury""","=""Ga""","=""[Ar].3d10.4s2.4p""","=""4p""","=""2P*<1/2>""","=""(""","=""2815""","="")""","=""4""","=""L8672c99""",
"=""80""","=""Hg LI""","=""+50""","=""Mercury""","=""Zn""","=""[Ar].3d10.4s2""","=""4s2""","=""1S0""","=""(""","=""2981""","="")""","=""4""","=""L8672c99""",
"=""80""","=""Hg LII""","=""+51""","=""Mercury""","=""Cu""","=""[Ar].3d10.4s""","=""4s""","=""2S<1/2>""","=""[""","=""3049.9""","=""]""","=""1.5""","=""L10278""",
"=""80""","=""Hg LIII""","=""+52""","=""Mercury""","=""Ni""","=""[Ar].3d10""","=""3d10""","=""1S0""","=""(""","=""5055""","="")""","=""4""","=""L8672c99""",
"=""80""","=""Hg LIV""","=""+53""","=""Mercury""","=""Co""","=""[Ar].3d9""","=""3d9""","=""2D<5/2>""","=""(""","=""5191""","="")""","=""5""","=""L8672c99""",
"=""80""","=""Hg LV""","=""+54""","=""Mercury""","=""Fe""","=""[Ar].3d8""","=""3d8""","=""3F<4>""","=""(""","=""5335""","="")""","=""5""","=""L8672c99""",
"=""80""","=""Hg LVI""","=""+55""","=""Mercury""","=""Mn""","=""[Ar].3d7""","=""3d7""","=""4F<9/2>""","=""(""","=""5490""","="")""","=""5""","=""L8672c99""",
"=""80""","=""Hg LVII""","=""+56""","=""Mercury""","=""Cr""","=""[Ar].3d6""","=""3d-4.3d+2""","=""(0,4)<4>""","=""(""","=""5636""","="")""","=""5""","=""L8672c99""",
"=""80""","=""Hg LVIII""","=""+57""","=""Mercury""","=""V""","=""[Ar].3d5""","=""3d-4.3d+""","=""(0,5/2)<5/2>""","=""(""","=""5780""","="")""","=""6""","=""L8672c99""",
"=""80""","=""Hg LIX""","=""+58""","=""Mercury""","=""Ti""","=""[Ar].3d4""","=""3d4""","=""5D0""","=""(""","=""6041""","="")""","=""6""","=""L8672c99""",
"=""80""","=""Hg LX""","=""+59""","=""Mercury""","=""Sc""","=""[Ar].3d3""","=""3d3""","=""4F<3/2>""","=""(""","=""6192""","="")""","=""7""","=""L8672c99""",
"=""80""","=""Hg LXI""","=""+60""","=""Mercury""","=""Ca""","=""[Ar].3d2""","=""3d2""","=""3F<2>""","=""(""","=""6356""","="")""","=""10""","=""L8672c99""",
"=""80""","=""Hg LXII""","=""+61""","=""Mercury""","=""K""","=""[Ar].3d""","=""3d""","=""2D<3/2>""","=""(""","=""6508""","="")""","=""12""","=""L8672c99""",
"=""80""","=""Hg LXIII""","=""+62""","=""Mercury""","=""Ar""","=""[Ne].3s2.3p6""","=""3p6""","=""1S0""","=""(""","=""6933""","="")""","=""15""","=""L8672c99""",
"=""80""","=""Hg LXIV""","=""+63""","=""Mercury""","=""Cl""","=""[Ne].3s2.3p5""","=""3p5""","=""2P*<3/2>""","=""(""","=""7066""","="")""","=""19""","=""L8672c99""",
"=""80""","=""Hg LXV""","=""+64""","=""Mercury""","=""S""","=""[Ne].3s2.3p4""","=""3p4""","=""3P<2>""","=""(""","=""7211""","="")""","=""24""","=""L8672c99""",
"=""80""","=""Hg LXVI""","=""+65""","=""Mercury""","=""P""","=""[Ne].3s2.3p3""","=""3p3""","=""2P*<3/2>""","=""(""","=""7350""","="")""","=""30""","=""L8672c99""",
"=""80""","=""Hg LXVII""","=""+66""","=""Mercury""","=""Si""","=""[Ne].3s2.3p2""","=""3p2""","=""3P0""","=""(""","=""8010""","="")""","=""40""","=""L8672c99""",
"=""80""","=""Hg LXVIII""","=""+67""","=""Mercury""","=""Al""","=""[Ne].3s2.3p""","=""3p""","=""2P*<1/2>""","=""(""","=""8160""","="")""","=""40""","=""L8672c99""",
"=""80""","=""Hg LXIX""","=""+68""","=""Mercury""","=""Mg""","=""[Ne].3s2""","=""3s2""","=""1S0""","=""(""","=""8470""","="")""","=""50""","=""L8672c99""",
